country,year,land_type,national_yield,world_yield,yield_factor,qscore_2018
Malaysia,1975,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1975,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1975,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1975,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1975,Infrastructure,0,0,1.59715,3A
Malaysia,1976,"Crop Land",3.87433,2.39623,1.61684,3A
Malaysia,1976,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1976,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1976,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1976,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1976,Infrastructure,0,0,1.61684,3A
Malaysia,1977,"Crop Land",4.03086,2.5497,1.58091,3A
Malaysia,1977,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1977,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1977,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1977,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1977,Infrastructure,0,0,1.58091,3A
Malaysia,1978,"Crop Land",4.47644,2.93708,1.52411,3A
Malaysia,1978,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1978,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1978,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1978,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1978,Infrastructure,0,0,1.52411,3A
Malaysia,1979,"Crop Land",4.87321,3.0026,1.623,3A
Malaysia,1979,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1979,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1979,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1979,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1979,Infrastructure,0,0,1.623,3A
Malaysia,1980,"Crop Land",5.27192,3.287,1.60387,3A
Malaysia,1980,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1980,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1980,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1980,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1980,Infrastructure,0,0,1.60387,3A
Malaysia,1981,"Crop Land",5.55466,3.59187,1.54645,3A
Malaysia,1981,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1981,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1981,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1981,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1981,Infrastructure,0,0,1.54645,3A
Malaysia,1982,"Crop Land",6.48039,4.05113,1.59965,3A
Malaysia,1982,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1982,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1982,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1982,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1982,Infrastructure,0,0,1.59965,3A
Malaysia,1983,"Crop Land",5.70737,3.71116,1.53789,3A
Malaysia,1983,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1983,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1983,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1983,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1983,Infrastructure,0,0,1.53789,3A
Malaysia,1984,"Crop Land",6.68854,4.25424,1.57221,3A
Malaysia,1984,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1984,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1984,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1984,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1984,Infrastructure,0,0,1.57221,3A
Malaysia,1985,"Crop Land",6.95579,4.61379,1.50761,3A
Malaysia,1985,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1985,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1985,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1985,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1985,Infrastructure,0,0,1.50761,3A
Malaysia,1986,"Crop Land",7.13901,4.9184,1.45149,3A
Malaysia,1986,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1986,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1986,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1986,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1986,Infrastructure,0,0,1.45149,3A
Malaysia,1987,"Crop Land",6.88313,4.89978,1.40479,3A
Malaysia,1987,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1987,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1987,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1987,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1987,Infrastructure,0,0,1.40479,3A
Malaysia,1988,"Crop Land",6.98069,5.06248,1.37891,3A
Malaysia,1988,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1988,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1988,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1988,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1988,Infrastructure,0,0,1.37891,3A
Malaysia,1989,"Crop Land",7.85128,5.96263,1.31675,3A
Malaysia,1989,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1989,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1989,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1989,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1989,Infrastructure,0,0,1.31675,3A
Malaysia,1990,"Crop Land",7.8031,5.93947,1.31377,3A
Malaysia,1990,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1990,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1990,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1990,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1990,Infrastructure,0,0,1.31377,3A
Malaysia,1991,"Crop Land",6.9337,5.16127,1.34341,3A
Malaysia,1991,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1991,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1991,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1991,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1991,Infrastructure,0,0,1.34341,3A
Malaysia,1992,"Crop Land",7.23296,5.42502,1.33326,3A
Malaysia,1992,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1992,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1992,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1992,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1992,Infrastructure,0,0,1.33326,3A
Malaysia,1993,"Crop Land",8.40608,6.22377,1.35064,3A
Malaysia,1993,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1993,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1993,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1993,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1993,Infrastructure,0,0,1.35064,3A
Malaysia,1994,"Crop Land",8.19299,6.33029,1.29425,3A
Malaysia,1994,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1994,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1994,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1994,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1994,Infrastructure,0,0,1.29425,3A
Malaysia,1995,"Crop Land",8.83658,6.7079,1.31734,3A
Malaysia,1995,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1995,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1995,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1995,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1995,Infrastructure,0,0,1.31734,3A
Malaysia,1996,"Crop Land",8.99314,6.85257,1.31237,3A
Malaysia,1996,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1996,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1996,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1996,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1996,Infrastructure,0,0,1.31237,3A
Malaysia,1997,"Crop Land",9.35091,7.06353,1.32383,3A
Malaysia,1997,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1997,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1997,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1997,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1997,Infrastructure,0,0,1.32383,3A
Malaysia,1998,"Crop Land",8.53838,6.71923,1.27074,3A
Malaysia,1998,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1998,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1998,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1998,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1998,Infrastructure,0,0,1.27074,3A
Malaysia,1999,"Crop Land",10.132,7.478,1.35491,3A
Malaysia,1999,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,1999,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,1999,"Inland Fishing Grounds",0,0,1,3A
Malaysia,1999,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,1999,Infrastructure,0,0,1.35491,3A
Malaysia,2000,"Crop Land",10.3518,7.46405,1.38689,3A
Malaysia,2000,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2000,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2000,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2000,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2000,Infrastructure,0,0,1.38689,3A
Malaysia,2001,"Crop Land",10.6596,7.69451,1.38535,3A
Malaysia,2001,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2001,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2001,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2001,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2001,Infrastructure,0,0,1.38535,3A
Malaysia,2002,"Crop Land",10.5557,7.46102,1.41478,3A
Malaysia,2002,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2002,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2002,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2002,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2002,Infrastructure,0,0,1.41478,3A
Malaysia,2003,"Crop Land",11.4844,7.99914,1.43571,3A
Malaysia,2003,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2003,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2003,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2003,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2003,Infrastructure,0,0,1.43571,3A
Malaysia,2004,"Crop Land",11.9234,8.34591,1.42866,3A
Malaysia,2004,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2004,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2004,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2004,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2004,Infrastructure,0,0,1.42866,3A
Malaysia,2005,"Crop Land",12.3731,8.79355,1.40707,3A
Malaysia,2005,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2005,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2005,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2005,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2005,Infrastructure,0,0,1.40707,3A
Malaysia,2006,"Crop Land",13.0554,9.22953,1.41453,3A
Malaysia,2006,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2006,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2006,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2006,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2006,Infrastructure,0,0,1.41453,3A
Malaysia,2007,"Crop Land",12.7473,8.9239,1.42845,3A
Malaysia,2007,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2007,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2007,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2007,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2007,Infrastructure,0,0,1.42845,3A
Malaysia,2008,"Crop Land",13.7428,9.40753,1.46083,3A
Malaysia,2008,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2008,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2008,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2008,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2008,Infrastructure,0,0,1.46083,3A
Malaysia,2009,"Crop Land",13.4361,9.37742,1.43281,3A
Malaysia,2009,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2009,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2009,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2009,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2009,Infrastructure,0,0,1.43281,3A
Malaysia,2010,"Crop Land",12.7901,9.31304,1.37335,3A
Malaysia,2010,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2010,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2010,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2010,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2010,Infrastructure,0,0,1.37335,3A
Malaysia,2011,"Crop Land",13.8386,10.0787,1.37305,3A
Malaysia,2011,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2011,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2011,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2011,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2011,Infrastructure,0,0,1.37305,3A
Malaysia,2012,"Crop Land",14.023,10.3234,1.35837,3A
Malaysia,2012,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2012,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2012,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2012,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2012,Infrastructure,0,0,1.35837,3A
Malaysia,2013,"Crop Land",13.726,10.7025,1.2825,3A
Malaysia,2013,"Grazing Land",19.38,6.19,3.13086,3A
Malaysia,2013,"Marine Fishing Grounds",876.527,503.836,1.73971,3A
Malaysia,2013,"Inland Fishing Grounds",0,0,1,3A
Malaysia,2013,"Forest Land",1.35419,1.81878,0.744559,3A
Malaysia,2013,Infrastructure,0,0,1.2825,3A
Mali,1961,"Crop Land",0.833631,0.840541,0.99178,3A
Mali,1961,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1961,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1961,"Inland Fishing Grounds",0,0,1,3A
Mali,1961,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1961,Infrastructure,0,0,0.99178,3A
Mali,1962,"Crop Land",0.85018,0.878028,0.968283,3A
Mali,1962,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1962,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1962,"Inland Fishing Grounds",0,0,1,3A
Mali,1962,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1962,Infrastructure,0,0,0.968283,3A
Mali,1963,"Crop Land",0.799816,0.833132,0.960011,3A
Mali,1963,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1963,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1963,"Inland Fishing Grounds",0,0,1,3A
Mali,1963,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1963,Infrastructure,0,0,0.960011,3A
Mali,1964,"Crop Land",0.934169,1.11731,0.836087,3A
Mali,1964,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1964,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1964,"Inland Fishing Grounds",0,0,1,3A
Mali,1964,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1964,Infrastructure,0,0,0.836087,3A
Mali,1965,"Crop Land",1.00127,1.11814,0.895483,3A
Mali,1965,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1965,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1965,"Inland Fishing Grounds",0,0,1,3A
Mali,1965,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1965,Infrastructure,0,0,0.895483,3A
Mali,1966,"Crop Land",0.971041,1.15409,0.84139,3A
Mali,1966,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1966,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1966,"Inland Fishing Grounds",0,0,1,3A
Mali,1966,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1966,Infrastructure,0,0,0.84139,3A
Mali,1967,"Crop Land",0.926959,1.01412,0.914054,3A
Mali,1967,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1967,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1967,"Inland Fishing Grounds",0,0,1,3A
Mali,1967,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1967,Infrastructure,0,0,0.914054,3A
Mali,1968,"Crop Land",0.933382,1.1729,0.795787,3A
Mali,1968,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1968,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1968,"Inland Fishing Grounds",0,0,1,3A
Mali,1968,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1968,Infrastructure,0,0,0.795787,3A
Mali,1969,"Crop Land",1.03919,1.12606,0.922856,3A
Mali,1969,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1969,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1969,"Inland Fishing Grounds",0,0,1,3A
Mali,1969,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1969,Infrastructure,0,0,0.922856,3A
Mali,1970,"Crop Land",0.999955,1.22019,0.819507,3A
Mali,1970,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1970,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1970,"Inland Fishing Grounds",0,0,1,3A
Mali,1970,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1970,Infrastructure,0,0,0.819507,3A
Mali,1971,"Crop Land",1.02523,1.31469,0.779824,3A
Mali,1971,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1971,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1971,"Inland Fishing Grounds",0,0,1,3A
Mali,1971,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1971,Infrastructure,0,0,0.779824,3A
Mali,1972,"Crop Land",0.905053,1.2513,0.723291,3A
Mali,1972,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1972,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1972,"Inland Fishing Grounds",0,0,1,3A
Mali,1972,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1972,Infrastructure,0,0,0.723291,3A
Mali,1973,"Crop Land",0.902955,1.29254,0.698592,3A
Mali,1973,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1973,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1973,"Inland Fishing Grounds",0,0,1,3A
Mali,1973,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1973,Infrastructure,0,0,0.698592,3A
Mali,1974,"Crop Land",0.982089,1.26457,0.776619,3A
Mali,1974,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1974,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1974,"Inland Fishing Grounds",0,0,1,3A
Mali,1974,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1974,Infrastructure,0,0,0.776619,3A
Mali,1975,"Crop Land",1.1011,1.22254,0.900671,3A
Mali,1975,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1975,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1975,"Inland Fishing Grounds",0,0,1,3A
Mali,1975,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1975,Infrastructure,0,0,0.900671,3A
Mali,1976,"Crop Land",0.966712,1.26932,0.761599,3A
Mali,1976,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1976,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1976,"Inland Fishing Grounds",0,0,1,3A
Mali,1976,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1976,Infrastructure,0,0,0.761599,3A
Mali,1977,"Crop Land",0.931355,1.30501,0.713675,3A
Mali,1977,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1977,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1977,"Inland Fishing Grounds",0,0,1,3A
Mali,1977,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1977,Infrastructure,0,0,0.713675,3A
Mali,1978,"Crop Land",1.38652,2.04841,0.676877,3A
Mali,1978,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1978,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1978,"Inland Fishing Grounds",0,0,1,3A
Mali,1978,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1978,Infrastructure,0,0,0.676877,3A
Mali,1979,"Crop Land",1.21233,1.88603,0.642797,3A
Mali,1979,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1979,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1979,"Inland Fishing Grounds",0,0,1,3A
Mali,1979,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1979,Infrastructure,0,0,0.642797,3A
Mali,1980,"Crop Land",1.10001,1.82517,0.602689,3A
Mali,1980,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1980,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1980,"Inland Fishing Grounds",0,0,1,3A
Mali,1980,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1980,Infrastructure,0,0,0.602689,3A
Mali,1981,"Crop Land",1.14143,1.82483,0.6255,3A
Mali,1981,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1981,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1981,"Inland Fishing Grounds",0,0,1,3A
Mali,1981,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1981,Infrastructure,0,0,0.6255,3A
Mali,1982,"Crop Land",1.06996,1.60977,0.664668,3A
Mali,1982,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1982,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1982,"Inland Fishing Grounds",0,0,1,3A
Mali,1982,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1982,Infrastructure,0,0,0.664668,3A
Mali,1983,"Crop Land",1.10937,1.62898,0.681021,3A
Mali,1983,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1983,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1983,"Inland Fishing Grounds",0,0,1,3A
Mali,1983,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1983,Infrastructure,0,0,0.681021,3A
Mali,1984,"Crop Land",1.00649,1.76127,0.571458,3A
Mali,1984,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1984,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1984,"Inland Fishing Grounds",0,0,1,3A
Mali,1984,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1984,Infrastructure,0,0,0.571458,3A
Mali,1985,"Crop Land",1.31813,1.75695,0.750235,3A
Mali,1985,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1985,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1985,"Inland Fishing Grounds",0,0,1,3A
Mali,1985,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1985,Infrastructure,0,0,0.750235,3A
Mali,1986,"Crop Land",1.40154,1.76318,0.794892,3A
Mali,1986,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1986,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1986,"Inland Fishing Grounds",0,0,1,3A
Mali,1986,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1986,Infrastructure,0,0,0.794892,3A
Mali,1987,"Crop Land",1.35319,1.87733,0.720805,3A
Mali,1987,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1987,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1987,"Inland Fishing Grounds",0,0,1,3A
Mali,1987,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1987,Infrastructure,0,0,0.720805,3A
Mali,1988,"Crop Land",1.19251,1.16647,1.02233,3A
Mali,1988,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1988,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1988,"Inland Fishing Grounds",0,0,1,3A
Mali,1988,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1988,Infrastructure,0,0,1.02233,3A
Mali,1989,"Crop Land",1.20448,1.40209,0.85906,3A
Mali,1989,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1989,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1989,"Inland Fishing Grounds",0,0,1,3A
Mali,1989,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1989,Infrastructure,0,0,0.85906,3A
Mali,1990,"Crop Land",1.02835,1.32612,0.775459,3A
Mali,1990,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1990,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1990,"Inland Fishing Grounds",0,0,1,3A
Mali,1990,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1990,Infrastructure,0,0,0.775459,3A
Mali,1991,"Crop Land",1.31676,0.986759,1.33443,3A
Mali,1991,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1991,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1991,"Inland Fishing Grounds",0,0,1,3A
Mali,1991,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1991,Infrastructure,0,0,1.33443,3A
Mali,1992,"Crop Land",1.03703,0.843547,1.22937,3A
Mali,1992,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1992,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1992,"Inland Fishing Grounds",0,0,1,3A
Mali,1992,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1992,Infrastructure,0,0,1.22937,3A
Mali,1993,"Crop Land",0.975587,1.16171,0.839783,3A
Mali,1993,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1993,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1993,"Inland Fishing Grounds",0,0,1,3A
Mali,1993,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1993,Infrastructure,0,0,0.839783,3A
Mali,1994,"Crop Land",1.13773,1.28354,0.886397,3A
Mali,1994,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1994,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1994,"Inland Fishing Grounds",0,0,1,3A
Mali,1994,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1994,Infrastructure,0,0,0.886397,3A
Mali,1995,"Crop Land",1.15497,1.41565,0.815856,3A
Mali,1995,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1995,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1995,"Inland Fishing Grounds",0,0,1,3A
