country,year,land_type,national_yield,world_yield,yield_factor,qscore_2018
Mali,1995,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1995,Infrastructure,0,0,0.815856,3A
Mali,1996,"Crop Land",1.33063,2.29013,0.581028,3A
Mali,1996,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1996,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1996,"Inland Fishing Grounds",0,0,1,3A
Mali,1996,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1996,Infrastructure,0,0,0.581028,3A
Mali,1997,"Crop Land",1.39031,2.24553,0.619146,3A
Mali,1997,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1997,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1997,"Inland Fishing Grounds",0,0,1,3A
Mali,1997,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1997,Infrastructure,0,0,0.619146,3A
Mali,1998,"Crop Land",1.46694,2.21199,0.663179,3A
Mali,1998,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1998,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1998,"Inland Fishing Grounds",0,0,1,3A
Mali,1998,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1998,Infrastructure,0,0,0.663179,3A
Mali,1999,"Crop Land",1.44021,2.07925,0.692661,3A
Mali,1999,"Grazing Land",4.12,6.19,0.66559,3A
Mali,1999,"Marine Fishing Grounds",0,503.836,0,3A
Mali,1999,"Inland Fishing Grounds",0,0,1,3A
Mali,1999,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,1999,Infrastructure,0,0,0.692661,3A
Mali,2000,"Crop Land",1.39577,2.44734,0.57032,3A
Mali,2000,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2000,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2000,"Inland Fishing Grounds",0,0,1,3A
Mali,2000,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2000,Infrastructure,0,0,0.57032,3A
Mali,2001,"Crop Land",1.3323,2.14249,0.621843,3A
Mali,2001,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2001,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2001,"Inland Fishing Grounds",0,0,1,3A
Mali,2001,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2001,Infrastructure,0,0,0.621843,3A
Mali,2002,"Crop Land",1.16981,2.15246,0.543474,3A
Mali,2002,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2002,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2002,"Inland Fishing Grounds",0,0,1,3A
Mali,2002,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2002,Infrastructure,0,0,0.543474,3A
Mali,2003,"Crop Land",1.31626,2.35623,0.55863,3A
Mali,2003,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2003,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2003,"Inland Fishing Grounds",0,0,1,3A
Mali,2003,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2003,Infrastructure,0,0,0.55863,3A
Mali,2004,"Crop Land",1.52844,2.73582,0.558675,3A
Mali,2004,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2004,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2004,"Inland Fishing Grounds",0,0,1,3A
Mali,2004,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2004,Infrastructure,0,0,0.558675,3A
Mali,2005,"Crop Land",1.43823,2.73609,0.525652,3A
Mali,2005,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2005,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2005,"Inland Fishing Grounds",0,0,1,3A
Mali,2005,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2005,Infrastructure,0,0,0.525652,3A
Mali,2006,"Crop Land",1.4391,2.88263,0.499232,3A
Mali,2006,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2006,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2006,"Inland Fishing Grounds",0,0,1,3A
Mali,2006,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2006,Infrastructure,0,0,0.499232,3A
Mali,2007,"Crop Land",1.5374,3.07867,0.499373,3A
Mali,2007,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2007,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2007,"Inland Fishing Grounds",0,0,1,3A
Mali,2007,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2007,Infrastructure,0,0,0.499373,3A
Mali,2008,"Crop Land",1.73715,3.17532,0.547079,3A
Mali,2008,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2008,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2008,"Inland Fishing Grounds",0,0,1,3A
Mali,2008,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2008,Infrastructure,0,0,0.547079,3A
Mali,2009,"Crop Land",2.15182,3.69374,0.582559,3A
Mali,2009,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2009,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2009,"Inland Fishing Grounds",0,0,1,3A
Mali,2009,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2009,Infrastructure,0,0,0.582559,3A
Mali,2010,"Crop Land",1.88868,3.57866,0.527762,3A
Mali,2010,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2010,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2010,"Inland Fishing Grounds",0,0,1,3A
Mali,2010,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2010,Infrastructure,0,0,0.527762,3A
Mali,2011,"Crop Land",1.40317,2.31082,0.607218,3A
Mali,2011,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2011,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2011,"Inland Fishing Grounds",0,0,1,3A
Mali,2011,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2011,Infrastructure,0,0,0.607218,3A
Mali,2012,"Crop Land",1.84702,3.27242,0.564421,3A
Mali,2012,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2012,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2012,"Inland Fishing Grounds",0,0,1,3A
Mali,2012,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2012,Infrastructure,0,0,0.564421,3A
Mali,2013,"Crop Land",1.88762,3.12532,0.603975,3A
Mali,2013,"Grazing Land",4.12,6.19,0.66559,3A
Mali,2013,"Marine Fishing Grounds",0,503.836,0,3A
Mali,2013,"Inland Fishing Grounds",0,0,1,3A
Mali,2013,"Forest Land",1.0635,1.81878,0.584734,3A
Mali,2013,Infrastructure,0,0,0.603975,3A
Malta,1961,"Crop Land",4.36005,4.33359,1.00611,3A
Malta,1961,"Grazing Land",0,6.19,1,3A
Malta,1961,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1961,"Inland Fishing Grounds",0,0,1,3A
Malta,1961,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1961,Infrastructure,0,0,1.00611,3A
Malta,1962,"Crop Land",4.33475,4.03217,1.07504,3A
Malta,1962,"Grazing Land",0,6.19,1,3A
Malta,1962,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1962,"Inland Fishing Grounds",0,0,1,3A
Malta,1962,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1962,Infrastructure,0,0,1.07504,3A
Malta,1963,"Crop Land",4.85545,4.02413,1.20659,3A
Malta,1963,"Grazing Land",0,6.19,1,3A
Malta,1963,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1963,"Inland Fishing Grounds",0,0,1,3A
Malta,1963,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1963,Infrastructure,0,0,1.20659,3A
Malta,1964,"Crop Land",4.70228,3.97401,1.18326,3A
Malta,1964,"Grazing Land",0,6.19,1,3A
Malta,1964,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1964,"Inland Fishing Grounds",0,0,1,3A
Malta,1964,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1964,Infrastructure,0,0,1.18326,3A
Malta,1965,"Crop Land",4.58478,3.58744,1.27801,3A
Malta,1965,"Grazing Land",0,6.19,1,3A
Malta,1965,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1965,"Inland Fishing Grounds",0,0,1,3A
Malta,1965,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1965,Infrastructure,0,0,1.27801,3A
Malta,1966,"Crop Land",4.71091,4.94599,0.95247,3A
Malta,1966,"Grazing Land",0,6.19,1,3A
Malta,1966,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1966,"Inland Fishing Grounds",0,0,1,3A
Malta,1966,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1966,Infrastructure,0,0,0.95247,3A
Malta,1967,"Crop Land",5.22059,5.18049,1.00774,3A
Malta,1967,"Grazing Land",0,6.19,1,3A
Malta,1967,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1967,"Inland Fishing Grounds",0,0,1,3A
Malta,1967,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1967,Infrastructure,0,0,1.00774,3A
Malta,1968,"Crop Land",5.55607,6.03254,0.921017,3A
Malta,1968,"Grazing Land",0,6.19,1,3A
Malta,1968,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1968,"Inland Fishing Grounds",0,0,1,3A
Malta,1968,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1968,Infrastructure,0,0,0.921017,3A
Malta,1969,"Crop Land",6.61182,6.64816,0.994533,3A
Malta,1969,"Grazing Land",0,6.19,1,3A
Malta,1969,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1969,"Inland Fishing Grounds",0,0,1,3A
Malta,1969,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1969,Infrastructure,0,0,0.994533,3A
Malta,1970,"Crop Land",5.67371,6.85396,0.827799,3A
Malta,1970,"Grazing Land",0,6.19,1,3A
Malta,1970,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1970,"Inland Fishing Grounds",0,0,1,3A
Malta,1970,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1970,Infrastructure,0,0,0.827799,3A
Malta,1971,"Crop Land",6.5483,7.44825,0.879173,3A
Malta,1971,"Grazing Land",0,6.19,1,3A
Malta,1971,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1971,"Inland Fishing Grounds",0,0,1,3A
Malta,1971,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1971,Infrastructure,0,0,0.879173,3A
Malta,1972,"Crop Land",7.30998,7.70745,0.94843,3A
Malta,1972,"Grazing Land",0,6.19,1,3A
Malta,1972,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1972,"Inland Fishing Grounds",0,0,1,3A
Malta,1972,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1972,Infrastructure,0,0,0.94843,3A
Malta,1973,"Crop Land",7.34836,8.52005,0.862478,3A
Malta,1973,"Grazing Land",0,6.19,1,3A
Malta,1973,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1973,"Inland Fishing Grounds",0,0,1,3A
Malta,1973,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1973,Infrastructure,0,0,0.862478,3A
Malta,1974,"Crop Land",7.35226,8.86589,0.829275,3A
Malta,1974,"Grazing Land",0,6.19,1,3A
Malta,1974,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1974,"Inland Fishing Grounds",0,0,1,3A
Malta,1974,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1974,Infrastructure,0,0,0.829275,3A
Malta,1975,"Crop Land",7.25085,7.40327,0.979412,3A
Malta,1975,"Grazing Land",0,6.19,1,3A
Malta,1975,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1975,"Inland Fishing Grounds",0,0,1,3A
Malta,1975,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1975,Infrastructure,0,0,0.979412,3A
Malta,1976,"Crop Land",7.91636,7.8901,1.00333,3A
Malta,1976,"Grazing Land",0,6.19,1,3A
Malta,1976,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1976,"Inland Fishing Grounds",0,0,1,3A
Malta,1976,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1976,Infrastructure,0,0,1.00333,3A
Malta,1977,"Crop Land",7.58185,8.21973,0.922396,3A
Malta,1977,"Grazing Land",0,6.19,1,3A
Malta,1977,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1977,"Inland Fishing Grounds",0,0,1,3A
Malta,1977,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1977,Infrastructure,0,0,0.922396,3A
Malta,1978,"Crop Land",6.79283,8.27393,0.820991,3A
Malta,1978,"Grazing Land",0,6.19,1,3A
Malta,1978,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1978,"Inland Fishing Grounds",0,0,1,3A
Malta,1978,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1978,Infrastructure,0,0,0.820991,3A
Malta,1979,"Crop Land",7.55828,8.08232,0.935162,3A
Malta,1979,"Grazing Land",0,6.19,1,3A
Malta,1979,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1979,"Inland Fishing Grounds",0,0,1,3A
Malta,1979,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1979,Infrastructure,0,0,0.935162,3A
Malta,1980,"Crop Land",8.28426,7.26178,1.1408,3A
Malta,1980,"Grazing Land",0,6.19,1,3A
Malta,1980,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1980,"Inland Fishing Grounds",0,0,1,3A
Malta,1980,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1980,Infrastructure,0,0,1.1408,3A
Malta,1981,"Crop Land",7.32009,6.6545,1.10002,3A
Malta,1981,"Grazing Land",0,6.19,1,3A
Malta,1981,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1981,"Inland Fishing Grounds",0,0,1,3A
Malta,1981,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1981,Infrastructure,0,0,1.10002,3A
Malta,1982,"Crop Land",7.4497,6.39191,1.16549,3A
Malta,1982,"Grazing Land",0,6.19,1,3A
Malta,1982,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1982,"Inland Fishing Grounds",0,0,1,3A
Malta,1982,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1982,Infrastructure,0,0,1.16549,3A
Malta,1983,"Crop Land",7.42049,6.09947,1.21658,3A
Malta,1983,"Grazing Land",0,6.19,1,3A
Malta,1983,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1983,"Inland Fishing Grounds",0,0,1,3A
Malta,1983,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1983,Infrastructure,0,0,1.21658,3A
Malta,1984,"Crop Land",7.02136,6.43797,1.09062,3A
Malta,1984,"Grazing Land",0,6.19,1,3A
Malta,1984,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1984,"Inland Fishing Grounds",0,0,1,3A
Malta,1984,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1984,Infrastructure,0,0,1.09062,3A
Malta,1985,"Crop Land",7.64331,6.89061,1.10923,3A
Malta,1985,"Grazing Land",0,6.19,1,3A
Malta,1985,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1985,"Inland Fishing Grounds",0,0,1,3A
Malta,1985,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1985,Infrastructure,0,0,1.10923,3A
Malta,1986,"Crop Land",7.95561,7.64029,1.04127,3A
Malta,1986,"Grazing Land",0,6.19,1,3A
Malta,1986,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1986,"Inland Fishing Grounds",0,0,1,3A
Malta,1986,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1986,Infrastructure,0,0,1.04127,3A
Malta,1987,"Crop Land",8.25332,7.84108,1.05257,3A
Malta,1987,"Grazing Land",0,6.19,1,3A
Malta,1987,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1987,"Inland Fishing Grounds",0,0,1,3A
Malta,1987,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1987,Infrastructure,0,0,1.05257,3A
Malta,1988,"Crop Land",8.22617,7.93087,1.03724,3A
Malta,1988,"Grazing Land",0,6.19,1,3A
Malta,1988,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1988,"Inland Fishing Grounds",0,0,1,3A
Malta,1988,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1988,Infrastructure,0,0,1.03724,3A
Malta,1989,"Crop Land",9.18896,8.69652,1.05662,3A
Malta,1989,"Grazing Land",0,6.19,1,3A
Malta,1989,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1989,"Inland Fishing Grounds",0,0,1,3A
Malta,1989,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1989,Infrastructure,0,0,1.05662,3A
Malta,1990,"Crop Land",9.15761,9.05819,1.01098,3A
Malta,1990,"Grazing Land",0,6.19,1,3A
Malta,1990,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1990,"Inland Fishing Grounds",0,0,1,3A
Malta,1990,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1990,Infrastructure,0,0,1.01098,3A
Malta,1991,"Crop Land",9.46507,9.39191,1.00779,3A
Malta,1991,"Grazing Land",0,6.19,1,3A
Malta,1991,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1991,"Inland Fishing Grounds",0,0,1,3A
Malta,1991,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1991,Infrastructure,0,0,1.00779,3A
Malta,1992,"Crop Land",9.62268,9.41461,1.0221,3A
Malta,1992,"Grazing Land",0,6.19,1,3A
Malta,1992,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1992,"Inland Fishing Grounds",0,0,1,3A
Malta,1992,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1992,Infrastructure,0,0,1.0221,3A
Malta,1993,"Crop Land",9.73517,9.49294,1.02552,3A
Malta,1993,"Grazing Land",0,6.19,1,3A
Malta,1993,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1993,"Inland Fishing Grounds",0,0,1,3A
Malta,1993,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1993,Infrastructure,0,0,1.02552,3A
Malta,1994,"Crop Land",9.97588,9.05124,1.10216,3A
Malta,1994,"Grazing Land",0,6.19,1,3A
Malta,1994,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1994,"Inland Fishing Grounds",0,0,1,3A
Malta,1994,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1994,Infrastructure,0,0,1.10216,3A
Malta,1995,"Crop Land",9.91404,8.67967,1.14221,3A
Malta,1995,"Grazing Land",0,6.19,1,3A
Malta,1995,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1995,"Inland Fishing Grounds",0,0,1,3A
Malta,1995,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1995,Infrastructure,0,0,1.14221,3A
Malta,1996,"Crop Land",14.8113,13.6217,1.08734,3A
Malta,1996,"Grazing Land",0,6.19,1,3A
Malta,1996,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1996,"Inland Fishing Grounds",0,0,1,3A
Malta,1996,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1996,Infrastructure,0,0,1.08734,3A
Malta,1997,"Crop Land",12.5353,10.9317,1.1467,3A
Malta,1997,"Grazing Land",0,6.19,1,3A
Malta,1997,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1997,"Inland Fishing Grounds",0,0,1,3A
Malta,1997,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1997,Infrastructure,0,0,1.1467,3A
Malta,1998,"Crop Land",12.4887,10.5375,1.18517,3A
Malta,1998,"Grazing Land",0,6.19,1,3A
Malta,1998,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1998,"Inland Fishing Grounds",0,0,1,3A
Malta,1998,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1998,Infrastructure,0,0,1.18517,3A
Malta,1999,"Crop Land",12.5075,10.7673,1.16163,3A
Malta,1999,"Grazing Land",0,6.19,1,3A
Malta,1999,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,1999,"Inland Fishing Grounds",0,0,1,3A
Malta,1999,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,1999,Infrastructure,0,0,1.16163,3A
Malta,2000,"Crop Land",12.2287,10.5933,1.15438,3A
Malta,2000,"Grazing Land",0,6.19,1,3A
Malta,2000,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2000,"Inland Fishing Grounds",0,0,1,3A
Malta,2000,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2000,Infrastructure,0,0,1.15438,3A
Malta,2001,"Crop Land",10.8727,9.97239,1.09028,3A
Malta,2001,"Grazing Land",0,6.19,1,3A
Malta,2001,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2001,"Inland Fishing Grounds",0,0,1,3A
Malta,2001,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2001,Infrastructure,0,0,1.09028,3A
Malta,2002,"Crop Land",12.1335,10.995,1.10355,3A
Malta,2002,"Grazing Land",0,6.19,1,3A
Malta,2002,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2002,"Inland Fishing Grounds",0,0,1,3A
Malta,2002,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2002,Infrastructure,0,0,1.10355,3A
Malta,2003,"Crop Land",11.517,10.8569,1.06081,3A
Malta,2003,"Grazing Land",0,6.19,1,3A
Malta,2003,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2003,"Inland Fishing Grounds",0,0,1,3A
Malta,2003,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2003,Infrastructure,0,0,1.06081,3A
Malta,2004,"Crop Land",11.1259,10.4436,1.06534,3A
Malta,2004,"Grazing Land",0,6.19,1,3A
Malta,2004,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2004,"Inland Fishing Grounds",0,0,1,3A
Malta,2004,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2004,Infrastructure,0,0,1.06534,3A
Malta,2005,"Crop Land",10.7126,10.0503,1.0659,3A
Malta,2005,"Grazing Land",0,6.19,1,3A
Malta,2005,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2005,"Inland Fishing Grounds",0,0,1,3A
Malta,2005,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2005,Infrastructure,0,0,1.0659,3A
Malta,2006,"Crop Land",10.2862,9.62609,1.06858,3A
Malta,2006,"Grazing Land",0,6.19,1,3A
Malta,2006,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2006,"Inland Fishing Grounds",0,0,1,3A
Malta,2006,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2006,Infrastructure,0,0,1.06858,3A
Malta,2007,"Crop Land",10.4156,10.0981,1.03144,3A
Malta,2007,"Grazing Land",0,6.19,1,3A
Malta,2007,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2007,"Inland Fishing Grounds",0,0,1,3A
Malta,2007,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2007,Infrastructure,0,0,1.03144,3A
Malta,2008,"Crop Land",10.1388,9.40853,1.07761,3A
Malta,2008,"Grazing Land",0,6.19,1,3A
Malta,2008,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2008,"Inland Fishing Grounds",0,0,1,3A
Malta,2008,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2008,Infrastructure,0,0,1.07761,3A
Malta,2009,"Crop Land",9.31104,9.31452,0.999626,3A
Malta,2009,"Grazing Land",0,6.19,1,3A
Malta,2009,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2009,"Inland Fishing Grounds",0,0,1,3A
Malta,2009,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2009,Infrastructure,0,0,0.999626,3A
Malta,2010,"Crop Land",10.0019,10.6689,0.937482,3A
Malta,2010,"Grazing Land",0,6.19,1,3A
Malta,2010,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2010,"Inland Fishing Grounds",0,0,1,3A
Malta,2010,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2010,Infrastructure,0,0,0.937482,3A
Malta,2011,"Crop Land",10.1211,11.0292,0.917668,3A
Malta,2011,"Grazing Land",0,6.19,1,3A
Malta,2011,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2011,"Inland Fishing Grounds",0,0,1,3A
Malta,2011,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2011,Infrastructure,0,0,0.917668,3A
Malta,2012,"Crop Land",9.1872,10.4185,0.881812,3A
Malta,2012,"Grazing Land",0,6.19,1,3A
Malta,2012,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2012,"Inland Fishing Grounds",0,0,1,3A
Malta,2012,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2012,Infrastructure,0,0,0.881812,3A
Malta,2013,"Crop Land",9.38506,10.9523,0.8569,3A
Malta,2013,"Grazing Land",0,6.19,1,3A
Malta,2013,"Marine Fishing Grounds",361,503.836,0.716503,3A
Malta,2013,"Inland Fishing Grounds",0,0,1,3A
Malta,2013,"Forest Land",2.10619,1.81878,1.15802,3A
Malta,2013,Infrastructure,0,0,0.8569,3A
Mexico,1961,"Crop Land",2.94182,3.99653,0.736094,3A
Mexico,1961,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1961,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1961,"Inland Fishing Grounds",0,0,1,3A
Mexico,1961,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1961,Infrastructure,0,0,0.736094,3A
Mexico,1962,"Crop Land",3.15216,4.33435,0.727251,3A
Mexico,1962,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1962,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1962,"Inland Fishing Grounds",0,0,1,3A
Mexico,1962,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1962,Infrastructure,0,0,0.727251,3A
Mexico,1963,"Crop Land",3.11968,4.02514,0.77505,3A
Mexico,1963,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1963,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1963,"Inland Fishing Grounds",0,0,1,3A
Mexico,1963,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1963,Infrastructure,0,0,0.77505,3A
Mexico,1964,"Crop Land",3.40139,3.79742,0.895711,3A
Mexico,1964,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1964,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1964,"Inland Fishing Grounds",0,0,1,3A
Mexico,1964,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1964,Infrastructure,0,0,0.895711,3A
Mexico,1965,"Crop Land",3.69996,4.04726,0.914189,3A
Mexico,1965,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1965,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1965,"Inland Fishing Grounds",0,0,1,3A
Mexico,1965,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1965,Infrastructure,0,0,0.914189,3A
Mexico,1966,"Crop Land",3.63668,3.85705,0.942868,3A
Mexico,1966,"Grazing Land",4.91,6.19,0.793215,3A
Mexico,1966,"Marine Fishing Grounds",550,503.836,1.09162,3A
Mexico,1966,"Inland Fishing Grounds",0,0,1,3A
Mexico,1966,"Forest Land",1.19487,1.81878,0.656963,3A
Mexico,1966,Infrastructure,0,0,0.942868,3A
